KR1728LI, Full Time Employee, 1963-07-05, 59, 1987-12-03, 1999-09-18, Performance, Female, Single, M1, JML, 35449.62, Germany, EUR, Berlin, Production, GER1, Christianity
K1JUYZ4U, Full Time Employee, 2001-12-05, 21, 2022-06-18, , , Female, Married, M3, MML, 53050.80, Germany, EUR, Frankfurt, Engineering, GER2, Christianity
93961BRU, Full Time Employee, 1999-12-22, 23, 2023-01-11, , , Male, Widowed, M5, SML, 76545.81, US, USD, New York, Production, US4, Jewish
NN239I0V, Temporary Employee, 1984-01-01, 39, 2009-08-07, 2016-09-17, AWOL, Female, Married, M4, MML, 61548.75, US, USD, New York, Engineering, US1, Jewish
GJ29CEG1, Full Time Employee, 1963-12-24, 59, 2010-05-11, 2023-01-06, Return to school, Male, Separated, M5, SML, 76548.55, US, USD, New York, Engineering, US2, Christianity
F7ND19TC, Full Time Employee, 1975-08-14, 47, 1997-03-06, , , Female, Married, M4, MML, 61550.36, US, USD, Boston, Procurement, US3, Islam
9L4Z1C1F, Full Time Employee, 1982-11-20, 40, 2004-01-09, 2015-07-08, Medical issues, Female, Married, M5, SML, 76546.69, India, INR, Vizag, Engineering, IN4, Islam
L4N4QBBF, Full Time Employee, 2001-06-26, 21, 2023-02-07, , , Female, Divorced, M1, JML, 35451.80, US, USD, Phoenix, Sales & Marketing, US3, Islam
BF46WO78, Full Time Employee, 1999-03-22, 23, 2017-10-26, 2018-06-11, Medical issues, Male, Married, M2, JML, 43200.45, India, INR, Chennai, Engineering, IN3, Islam
552WYSNE, Full Time Employee, 1980-12-12, 42, 2005-08-30, 2008-10-23, Performance, Male, Married, N2, NML, 32750.81, Germany, EUR, Frankfurt, Production, GER1, Christianity
R35GUDY8, Full Time Employee, 1971-07-24, 51, 2015-12-05, 2017-03-03, Gross misconduct, Female, Divorced, M1, JML, 35448.48, Germany, EUR, Frankfurt, Production, GER1, Christianity
XHIANCBZ, Full Time Employee, 1987-05-26, 35, 2010-11-02, , , Female, Divorced, M4, MML, 61550.90, Germany, EUR, Berlin, Sales & Marketing, GER1, Islam
OJG5H6DB, Full Time Employee, 2004-11-07, 18, 2022-12-01, 2022-12-18, Return to school, Female, Single, M3, MML, 53049.58, US, USD, Boise, Production, US6, Christianity
3NYTXD10, Full Time Employee, 1975-03-16, 47, 2011-01-26, 2011-06-15, Return to school, Male, Married, M2, JML, 43199.76, India, INR, Hyderabad, Procurement, IN4, Islam
8LPO7NVS, Full Time Employee, 1974-10-24, 48, 1995-04-10, , , Male, Married, N2, NML, 32746.92, India, INR, Delhi, Production, IN3, Islam
AMEBGSEV, Full Time Employee, 1968-05-12, 54, 1998-09-04, , , Male, Single, M1, JML, 35450.31, India, INR, Vizag, Production, IN2, Islam
54QBE4UN, Full Time Employee, 2002-01-05, 21, 2023-01-16, 2023-02-11, Return to school, Male, Widowed, M7, TML, 106453.31, India, INR, Delhi, Customer Service, IN3, Buddhism
YIY6IPOY, Full Time Employee, 1981-10-06, 41, 2007-02-21, 2018-12-08, Performance, Female, Widowed, M4, MML, 61550.11, US, USD, Boise, Engineering, US6, Athiest
5XAJ3C17, Full Time Employee, 1970-01-26, 53, 2017-07-30, 2018-09-13, Relocation, Male, Single, M2, JML, 43199.41, US, USD, New York, Engineering, US2, Jewish
CCND4BZY, Full Time Employee, 1964-09-17, 58, 1986-07-18, , , Male, Widowed, M5, SML, 76551.00, Germany, EUR, Berlin, Production, GER1, Islam
F152DNFT, Full Time Employee, 1966-02-14, 57, 2013-11-26, , , Female, Married, M4, MML, 61552.33, US, USD, Boston, Production, US6, Jewish
CNLGAGZJ, Full Time Employee, 2003-09-30, 19, 2021-11-15, , , Male, Single, M1, JML, 35450.96, Germany, EUR, Berlin, Production, GER2, Christianity
NIP9LEV5, Full Time Employee, 1977-11-15, 45, 2009-07-27, , , Female, Divorced, M3, MML, 53049.41, US, USD, Boston, Engineering, US3, Christianity
X2BUF0A9, Full Time Employee, 1974-06-12, 48, 2019-08-08, , , Female, Widowed, M1, JML, 35451.68, India, INR, Hyderabad, Engineering, IN2, Christianity
3JLAYSND, Casual Employee, 2004-04-20, 18, 2022-08-04, 2022-10-15, Relocation, Female, Separated, M2, JML, 43204.78, Germany, EUR, Berlin, Production, GER2, Christianity
DPX6U5KU, Full Time Employee, 1979-02-01, 44, 2021-01-14, 2022-11-08, Return to school, Female, Separated, M6, SML, 95349.25, Germany, EUR, Frankfurt, Production, GER1, Islam
JX8Y5WMI, Temporary Employee, 1994-05-15, 28, 2016-02-09, , , Female, Separated, M2, JML, 43202.75, Germany, EUR, Berlin, Procurement, GER2, Christianity
SIENTOQW, Full Time Employee, 1995-11-21, 27, 2022-11-12, , , Male, Divorced, M3, MML, 53053.53, Germany, EUR, Bonn, Production, GER1, Islam
YD8NRS24, Full Time Employee, 1968-02-11, 55, 1997-12-06, , , Female, Married, M3, MML, 53048.62, US, USD, New York, Production, US1, Jewish
E08P8EJB, Full Time Employee, 1962-11-13, 60, 1984-10-06, , , Female, Divorced, M3, MML, 53050.38, US, USD, New York, HR, US4, Jewish
V3GWM31T, Full Time Employee, 1991-04-12, 31, 2013-05-14, 2021-05-05, Gross misconduct, Male, Widowed, M2, JML, 43195.47, Germany, EUR, Bonn, Sales & Marketing, GER1, Christianity
F5LBEDOB, Full Time Employee, 1970-11-05, 52, 2005-05-18, , , Female, Married, M5, SML, 76547.95, India, INR, Vizag, Production, IN1, Hinduism
0KAJI1X8, Full Time Employee, 1981-05-24, 41, 2000-07-13, 2009-08-16, AWOL, Male, Separated, M5, SML, 76550.88, India, INR, Delhi, Customer Service, IN3, Sikhism
2ZLFMPDD, Full Time Employee, 1973-04-20, 49, 2022-04-03, 2022-09-07, AWOL, Female, Divorced, M1, JML, 35449.61, India, INR, Hyderabad, Production, IN1, Buddhism
U34VQ8PD, Full Time Employee, 1992-10-24, 30, 2014-06-28, , , Female, Divorced, M2, JML, 43202.08, US, USD, Phoenix, Production, US1, Jewish
7P0MQ3ZJ, Full Time Employee, 1990-12-14, 32, 2021-05-02, , , Female, Single, M4, MML, 61552.93, Germany, EUR, Berlin, Sales & Marketing, GER1, Christianity
8CUUKVPQ, Full Time Employee, 1961-05-30, 61, 2007-05-31, 2008-12-05, Return to school, Female, Widowed, M5, SML, 76553.06, US, USD, Phoenix, Engineering, US1, Christianity
KD7NJBJM, Full Time Employee, 2000-01-07, 23, 2022-04-16, , , Male, Single, M1, JML, 35450.23, Germany, EUR, Berlin, Procurement, GER2, Christianity
G57X5HHU, Full Time Employee, 2003-05-21, 19, 2022-07-18, , , Female, Divorced, M1, JML, 35451.74, US, USD, Boise, Engineering, US1, Islam
YH06GRY3, Full Time Employee, 1962-02-22, 61, 1996-09-25, , , Female, Single, M3, MML, 53046.10, India, INR, Chennai, Engineering, IN1, Hinduism
3KE2U6TQ, Full Time Employee, 1988-03-02, 34, 2018-12-01, 2020-03-24, Return to school, Female, Widowed, M2, JML, 43198.73, India, INR, Chennai, Sales & Marketing, IN2, Christianity
A4HP5Q3M, Full Time Employee, 1971-02-17, 52, 2012-08-18, , , Female, Divorced, M4, MML, 61551.04, Germany, EUR, Berlin, Production, GER2, Islam
EU219JOH, Fixed Term Contractual Employee, 1995-11-25, 27, 2020-11-03, , , Male, Separated, M2, JML, 43197.95, India, INR, Bangalore, Customer Service, IN4, Christianity
1EBFBSJO, Full Time Employee, 1984-08-26, 38, 2023-01-24, 2023-02-06, Return to school, Female, Divorced, M1, JML, 35455.22, India, INR, Vizag, Production, IN3, Sikhism
J96500XL, Full Time Employee, 1995-08-28, 27, 2020-08-19, , , Male, Single, M1, JML, 35448.46, Germany, EUR, Berlin, Packing, GER2, Christianity
4EGRFJ2T, Full Time Employee, 1983-05-04, 39, 2018-02-15, 2019-02-16, Gross misconduct, Male, Married, M1, JML, 35448.79, Germany, EUR, Frankfurt, Engineering, GER1, Islam
2ZP6VR47, Full Time Employee, 1974-07-26, 48, 1992-10-19, , , Female, Divorced, M4, MML, 61547.92, US, USD, Boston, Logistics, US3, Christianity
ZNH4SZNU, Full Time Employee, 1999-08-18, 23, 2021-06-09, , , Female, Widowed, M2, JML, 43200.59, Germany, EUR, Berlin, Production, GER2, Christianity
K9K7MMRP, Full Time Employee, 1977-05-12, 45, 2022-01-21, , , Female, Separated, M3, MML, 53050.28, Germany, EUR, Bonn, Engineering, GER2, Islam
GIT98U9I, Full Time Employee, 1972-03-21, 50, 2019-02-22, 2021-06-27, Performance, Male, Single, M2, JML, 43201.95, US, USD, Boise, Production, US3, Jewish
ZILGH22T, Full Time Employee, 2002-12-17, 20, 2022-03-24, 2022-09-22, Medical issues, Male, Married, M7, TML, 106446.38, India, INR, Bangalore, Customer Service, IN1, Islam
Y1H81YX8, Full Time Employee, 2001-01-30, 22, 2021-03-09, 2022-09-17, Career change, Female, Single, M3, MML, 53051.31, US, USD, Phoenix, Production, US6, Islam
2G9J0Y3C, Fixed Term Contractual Employee, 1998-11-15, 24, 2020-11-19, 2021-10-06, Gross misconduct, Male, Divorced, M2, JML, 43199.49, Germany, EUR, Berlin, Engineering, GER2, Islam
BU1RJ36X, Full Time Employee, 1976-03-16, 46, 2015-10-25, 2018-01-23, Career change, Female, Single, M2, JML, 43200.85, India, INR, Hyderabad, Engineering, IN1, Christianity
LJ2CRMKB, Fixed Term Contractual Employee, 1974-06-07, 48, 2013-09-15, 2022-12-28, Medical issues, Female, Single, M1, JML, 35445.18, India, INR, Hyderabad, Engineering, IN4, Christianity
YS5OCIG6, Full Time Employee, 1965-07-14, 57, 2001-12-18, , , Female, Divorced, M2, JML, 43195.01, US, USD, New York, Packing, US5, Islam
FH021SLZ, Full Time Employee, 1969-07-12, 53, 1991-01-15, , , Male, Widowed, M2, JML, 43198.75, India, INR, Delhi, Engineering, IN3, Islam
X8P3SATI, Full Time Employee, 2003-05-22, 19, 2022-08-30, , , Female, Married, M1, JML, 35453.41, Germany, EUR, Frankfurt, Production, GER1, Islam
RQK74S5Y, Full Time Employee, 1969-11-19, 53, 2012-06-03, 2015-05-17, AWOL, Female, Widowed, M4, MML, 61548.73, Germany, EUR, Bonn, Production, GER2, Christianity
24UGIQX7, Full Time Employee, 1991-12-30, 31, 2013-06-25, 2017-11-25, Career change, Female, Separated, M4, MML, 61548.70, India, INR, Bangalore, Customer Service, IN2, Sikhism
LQ9IA7Q2, Full Time Employee, 1996-04-26, 26, 2017-05-30, 2020-02-10, Career change, Female, Separated, M3, MML, 53049.93, US, USD, Boise, Production, US2, Christianity
HKMFT1XK, Full Time Employee, 1964-08-18, 58, 1989-11-30, 1997-06-26, Career change, Male, Single, M6, SML, 95350.78, India, INR, Delhi, Logistics, IN1, Jainism
0R5NGQKS, Full Time Employee, 1992-07-08, 30, 2017-04-22, , , Male, Single, M3, MML, 53056.14, US, USD, Phoenix, Production, US2, Islam
0ZE6WEQI, Full Time Employee, 1998-01-09, 25, 2021-09-27, , , Male, Separated, M1, JML, 35445.37, US, USD, Boston, Engineering, US1, Jewish
XMSJJ2PL, Full Time Employee, 1968-10-20, 54, 1987-09-19, , , Male, Widowed, M3, MML, 53048.42, India, INR, Bangalore, Production, IN4, Jainism
JSMSN39K, Full Time Employee, 1996-07-09, 26, 2014-11-15, 2021-08-13, Relocation, Female, Widowed, M3, MML, 53049.29, India, INR, Delhi, Engineering, IN2, Sikhism
9M8SIVDS, Full Time Employee, 1974-09-02, 48, 1995-03-26, , , Female, Divorced, M1, JML, 35451.42, US, USD, Boston, HR, US5, Islam
MR8XHV6Y, Full Time Employee, 1970-02-11, 53, 2013-11-26, , , Female, Single, M2, JML, 43200.01, US, USD, Boise, Production, US6, Christianity
QUTN0Q8Y, Full Time Employee, 1983-12-31, 39, 2015-01-16, , , Male, Separated, M1, JML, 35450.61, India, INR, Chennai, Production, IN4, Jainism
IHPDFE7W, Temporary Employee, 1994-03-13, 28, 2017-06-23, 2020-04-08, Medical issues, Female, Married, M2, JML, 43198.66, US, USD, Phoenix, Production, US1, Jewish
03M4RPU8, Full Time Employee, 1998-07-23, 24, 2023-01-22, , , Male, Widowed, M1, JML, 35447.90, Germany, EUR, Frankfurt, Sales & Marketing, GER1, Islam
D2N7EX1D, Full Time Employee, 1964-04-24, 58, 2002-08-30, , , Male, Single, M2, JML, 43198.75, India, INR, Bangalore, Stores, IN1, Sikhism
ZOJRO15Y, Full Time Employee, 1984-12-05, 38, 2023-01-13, 2023-02-14, Return to school, Male, Single, M6, SML, 95349.41, US, USD, Boise, Production, US3, Athiest
V7NEG6SB, Full Time Employee, 2000-03-16, 22, 2022-07-13, , , Female, Single, M1, JML, 35451.33, India, INR, Vizag, Packing, IN2, Islam
DR5YQH2D, Full Time Employee, 1977-03-30, 45, 1998-10-26, 2000-11-13, Career change, Male, Married, M5, SML, 76554.36, US, USD, Boston, Engineering, US1, Islam
ZBK8BXR2, Casual Employee, 1990-06-10, 32, 2012-07-27, 2016-03-19, Relocation, Female, Single, M2, JML, 43197.96, India, INR, Vizag, Production, IN3, Sikhism
PTDM0L7H, Full Time Employee, 2003-06-23, 19, 2022-07-17, 2022-08-29, Performance, Female, Married, M6, SML, 95346.52, India, INR, Vizag, Sales & Marketing, IN4, Jainism
MJ61UOAI, Full Time Employee, 1982-06-28, 40, 2021-09-07, , , Female, Divorced, M7, TML, 106449.28, US, USD, Phoenix, Production, US6, Athiest
IPBQYA49, Full Time Employee, 1992-09-28, 30, 2016-06-23, 2021-07-11, Medical issues, Male, Widowed, M5, SML, 76551.20, US, USD, Phoenix, Production, US2, Islam
JGV8S4U5, Full Time Employee, 1998-12-14, 24, 2020-11-23, 2021-12-16, Relocation, Female, Widowed, M2, JML, 43199.92, Germany, EUR, Bonn, Production, GER2, Islam
3IDWFU3Q, Full Time Employee, 1992-01-25, 31, 2019-12-25, , , Male, Widowed, M2, JML, 43201.87, Germany, EUR, Berlin, Sales & Marketing, GER2, Islam
7I1FNZ5B, Full Time Employee, 1962-04-10, 60, 2007-08-27, 2019-12-04, AWOL, Female, Widowed, M7, TML, 106451.04, India, INR, Vizag, Sales & Marketing, IN2, Hinduism
9LD5J7SN, Full Time Employee, 1984-05-08, 38, 2013-03-13, , , Female, Single, M3, MML, 53049.93, Germany, EUR, Frankfurt, Engineering, GER1, Christianity
AKVK7N62, Full Time Employee, 1982-01-18, 41, 2001-10-04, 2009-10-20, Gross misconduct, Male, Widowed, M4, MML, 61548.09, India, INR, Delhi, Production, IN4, Buddhism
NF1XVWFJ, Full Time Employee, 1990-02-12, 33, 2016-08-22, , , Male, Separated, M2, JML, 43199.05, Germany, EUR, Berlin, Production, GER2, Islam
XU9O1RKU, Fixed Term Contractual Employee, 1988-10-29, 34, 2016-03-30, 2020-05-05, Performance, Female, Single, M5, SML, 76548.78, US, USD, Phoenix, Procurement, US4, Christianity
YN87Q42F, Full Time Employee, 1998-12-26, 24, 2022-11-15, 2022-12-06, Performance, Male, Divorced, N2, NML, 32750.80, India, INR, Delhi, Engineering, IN1, Islam
FV3IL2TI, Full Time Employee, 1964-05-02, 58, 2017-04-18, , , Male, Widowed, M1, JML, 35451.70, India, INR, Vizag, Customer Service, IN1, Jainism
142V1GW6, Full Time Employee, 1964-01-12, 59, 2019-10-22, , , Male, Widowed, M5, SML, 76552.13, India, INR, Bangalore, Production, IN4, Christianity
5E1YR4SS, Full Time Employee, 1972-10-04, 50, 2016-01-21, 2022-04-12, Gross misconduct, Male, Separated, N2, NML, 32745.84, India, INR, Bangalore, Engineering, IN3, Islam
8IQ1WJPA, Full Time Employee, 2003-11-17, 19, 2022-10-13, 2022-12-07, Gross misconduct, Female, Married, N2, NML, 32748.96, India, INR, Hyderabad, Production, IN4, Hinduism
JO5N9AYU, Full Time Employee, 1975-03-12, 47, 2013-05-20, , , Male, Single, M2, JML, 43201.29, India, INR, Vizag, Production, IN4, Hinduism
DNMDNNCG, Full Time Employee, 1971-12-03, 51, 2019-01-21, 2019-06-01, Career change, Male, Married, M3, MML, 53049.42, US, USD, Boston, Production, US5, Jewish
D6FSTBBS, Full Time Employee, 2002-07-06, 20, 2022-07-02, 2022-09-18, Performance, Female, Married, M1, JML, 35449.41, Germany, EUR, Frankfurt, Customer Service, GER1, Islam
H4HTW6IS, Full Time Employee, 1964-05-14, 58, 1986-01-21, 2017-11-04, Career change, Male, Widowed, M3, MML, 53051.25, US, USD, New York, Customer Service, US1, Jewish
E6WSSDS3, Fixed Term Contractual Employee, 1986-04-05, 36, 2008-05-19, , , Female, Divorced, M5, SML, 76549.16, India, INR, Chennai, R&D, IN3, Islam
2TARPTCM, Full Time Employee, 1973-08-05, 49, 2004-09-16, , , Female, Separated, M2, JML, 43196.56, India, INR, Vizag, Production, IN1, Christianity
27RD7N8U, Casual Employee, 1978-09-09, 44, 2010-05-25, 2012-03-25, Relocation, Female, Married, N2, NML, 32749.03, India, INR, Vizag, Customer Service, IN3, Christianity
I9XU69LI, Full Time Employee, 1972-07-26, 50, 2010-12-21, , , Female, Widowed, M4, MML, 61549.02, US, USD, New York, Production, US4, Athiest
L4RUD51C, Full Time Employee, 1989-05-31, 33, 2021-10-04, 2022-10-02, AWOL, Female, Separated, M4, MML, 61550.64, India, INR, Chennai, Production, IN1, Jainism
0VLMEPII, Full Time Employee, 1996-08-13, 26, 2018-08-26, , , Male, Widowed, M4, MML, 61552.08, US, USD, New York, Packing, US5, Christianity
QDK9OXVU, Full Time Employee, 1993-03-13, 29, 2020-04-28, , , Male, Widowed, M3, MML, 53052.88, India, INR, Chennai, Production, IN1, Jainism
I5R7E0RY, Full Time Employee, 2001-03-09, 21, 2019-12-27, , , Female, Separated, M2, JML, 43203.27, India, INR, Chennai, Engineering, IN1, Hinduism
TDLMEFQZ, Full Time Employee, 1966-03-27, 56, 2019-09-04, , , Female, Separated, M7, TML, 106451.23, India, INR, Bangalore, Customer Service, IN2, Buddhism
SQJM1FAU, Full Time Employee, 1985-03-19, 37, 2013-08-22, 2016-04-16, Gross misconduct, Female, Single, M1, JML, 35449.18, India, INR, Hyderabad, HR, IN4, Islam
BR13MMES, Full Time Employee, 1961-11-19, 61, 2005-11-01, , , Male, Single, M3, MML, 53050.31, US, USD, Boise, Production, US1, Islam
HLPHWYE0, Full Time Employee, 1973-04-18, 49, 1993-03-16, 2021-09-16, Performance, Male, Single, M4, MML, 61551.85, Germany, EUR, Bonn, Sales & Marketing, GER1, Christianity
MOMHCD0J, Full Time Employee, 1994-11-26, 28, 2014-08-15, , , Female, Single, M3, MML, 53049.58, US, USD, Boston, Sales & Marketing, US1, Christianity
PX7IIX38, Full Time Employee, 1965-02-12, 58, 1996-08-01, , , Male, Single, M2, JML, 43199.84, India, INR, Delhi, Production, IN4, Buddhism
LW8ASIMP, Full Time Employee, 2004-10-16, 18, 2022-12-07, 2023-01-16, Gross misconduct, Female, Single, M1, JML, 35448.32, US, USD, Boston, Engineering, US5, Christianity
W71MC54L, Full Time Employee, 1974-01-22, 49, 2001-12-06, 2008-11-30, Gross misconduct, Female, Widowed, M4, MML, 61550.04, India, INR, Bangalore, Stores, IN1, Sikhism
3W0U8Y1K, Full Time Employee, 1993-12-07, 29, 2023-01-27, 2023-01-29, Career change, Male, Divorced, N2, NML, 32750.36, Germany, EUR, Frankfurt, Stores, GER2, Islam
YXNX2YAY, Full Time Employee, 1972-04-27, 50, 2019-05-22, , , Male, Divorced, M1, JML, 35451.10, Germany, EUR, Bonn, Engineering, GER2, Christianity
GVLDHQ9Y, Full Time Employee, 1976-08-17, 46, 1995-10-09, 2003-11-23, Performance, Female, Married, M1, JML, 35447.03, US, USD, Boise, Engineering, US3, Christianity
BDM4BERW, Full Time Employee, 1994-06-24, 28, 2012-11-08, , , Male, Married, M2, JML, 43199.41, India, INR, Bangalore, Customer Service, IN3, Islam
ECD9M2VE, Full Time Employee, 1980-09-01, 42, 2013-08-19, , , Male, Separated, M5, SML, 76552.29, Germany, EUR, Bonn, Production, GER1, Islam
FLT1E6JM, Full Time Employee, 1980-12-30, 42, 1999-10-28, 2019-12-04, Career change, Male, Separated, M4, MML, 61552.29, Germany, EUR, Bonn, Production, GER1, Christianity
OAGC6UK2, Full Time Employee, 1968-10-06, 54, 2021-04-10, 2021-06-15, Return to school, Male, Separated, M6, SML, 95348.97, US, USD, New York, Sales & Marketing, US3, Jewish
SICXG2BG, Full Time Employee, 1969-06-17, 53, 2018-03-10, , , Male, Married, M7, TML, 106452.85, US, USD, Phoenix, Engineering, US1, Islam
D48F4R6W, Full Time Employee, 1992-08-31, 30, 2021-02-15, , , Female, Separated, M4, MML, 61547.78, India, INR, Delhi, Production, IN4, Jainism
052A5W50, Full Time Employee, 1992-03-25, 30, 2022-08-02, , , Female, Widowed, M1, JML, 35451.66, India, INR, Hyderabad, Sales & Marketing, IN1, Jainism
0STWNJL7, Full Time Employee, 1967-06-25, 55, 2006-03-03, , , Female, Separated, M2, JML, 43200.43, India, INR, Chennai, Procurement, IN2, Christianity
6YBNQ6PB, Full Time Employee, 1978-07-23, 44, 2002-10-17, , , Female, Married, M1, JML, 35452.26, India, INR, Bangalore, Sales & Marketing, IN1, Hinduism
85YC9XUU, Full Time Employee, 1993-10-05, 29, 2022-07-30, , , Female, Widowed, M3, MML, 53046.11, US, USD, Boise, Packing, US1, Islam
P5S7W66T, Full Time Employee, 1982-09-20, 40, 2007-07-02, , , Male, Married, M7, TML, 106447.42, US, USD, Boston, Engineering, US2, Islam
1L44TH28, Full Time Employee, 1993-03-07, 29, 2018-11-15, , , Male, Separated, M5, SML, 76546.36, US, USD, Phoenix, Engineering, US1, Islam
N7KDRFW9, Temporary Employee, 2003-10-21, 19, 2022-10-01, 2022-11-12, Medical issues, Male, Widowed, M3, MML, 53049.49, Germany, EUR, Berlin, Production, GER2, Christianity
WDZQ2RR4, Full Time Employee, 1987-12-13, 35, 2007-07-08, , , Male, Married, M2, JML, 43200.06, US, USD, New York, Engineering, US3, Athiest
RI84WM4H, Full Time Employee, 1967-07-03, 55, 1998-11-11, 2008-07-21, Medical issues, Female, Divorced, M2, JML, 43199.43, Germany, EUR, Frankfurt, Sales & Marketing, GER2, Islam
UKPO5UC2, Full Time Employee, 2002-04-26, 20, 2020-07-03, , , Female, Single, M2, JML, 43198.99, Germany, EUR, Frankfurt, Production, GER2, Islam
AUMRI0OH, Full Time Employee, 1969-12-16, 53, 2013-06-12, 2020-02-22, Return to school, Male, Separated, M1, JML, 35447.52, India, INR, Chennai, Engineering, IN1, Jainism
NV8QBF5M, Full Time Employee, 1967-03-31, 55, 1993-08-21, 2010-05-30, Performance, Male, Married, M2, JML, 43199.70, India, INR, Vizag, Engineering, IN1, Buddhism
OBD0SRSW, Full Time Employee, 1996-05-15, 26, 2020-02-02, 2020-03-18, Return to school, Male, Widowed, M5, SML, 76547.86, India, INR, Hyderabad, Engineering, IN1, Sikhism
5JJTYY6D, Full Time Employee, 1980-06-16, 42, 2013-08-11, , , Male, Widowed, M2, JML, 43197.17, US, USD, Phoenix, Procurement, US3, Christianity
E0EDBZAG, Full Time Employee, 1997-06-28, 25, 2021-07-14, , , Female, Married, M2, JML, 43201.55, Germany, EUR, Frankfurt, Engineering, GER1, Christianity
LG6CKC2R, Full Time Employee, 1977-07-04, 45, 1999-10-11, 2011-06-02, Gross misconduct, Female, Married, N2, NML, 32750.35, US, USD, Phoenix, Sales & Marketing, US5, Jewish
GLRWQ15O, Full Time Employee, 1988-10-15, 34, 2022-03-09, , , Female, Single, M2, JML, 43200.86, Germany, EUR, Frankfurt, Production, GER1, Islam
IQ6XSK79, Temporary Employee, 2001-01-10, 22, 2022-07-01, 2022-12-10, Gross misconduct, Female, Widowed, M3, MML, 53048.34, US, USD, New York, Production, US4, Athiest
XYJ97Y24, Full Time Employee, 1982-02-12, 41, 2013-10-04, , , Male, Married, M4, MML, 61549.52, Germany, EUR, Frankfurt, Engineering, GER1, Islam
1GVRFVIC, Full Time Employee, 1979-02-21, 44, 2003-05-09, 2014-10-11, Performance, Female, Separated, M1, JML, 35449.41, Germany, EUR, Frankfurt, Engineering, GER1, Christianity
YV1L51IB, Full Time Employee, 1977-01-31, 46, 2017-05-08, , , Female, Single, N1, NML, 30651.30, US, USD, Boise, Packing, US3, Islam
9KU9L2FJ, Temporary Employee, 1977-04-25, 45, 2008-08-24, , , Male, Single, M3, MML, 53052.42, US, USD, Boise, Engineering, US6, Christianity
5617T1CD, Full Time Employee, 1962-06-07, 60, 1982-06-30, , , Female, Married, M3, MML, 53053.62, Germany, EUR, Frankfurt, Sales & Marketing, GER2, Christianity
0JGPQNZV, Full Time Employee, 2003-04-22, 19, 2021-08-22, , , Male, Widowed, M5, SML, 76550.18, India, INR, Bangalore, Sales & Marketing, IN2, Jainism
8JKHH7VT, Full Time Employee, 1978-11-17, 44, 2010-04-14, , , Female, Married, M3, MML, 53048.86, India, INR, Hyderabad, Production, IN1, Hinduism
ZU36RRER, Full Time Employee, 1995-08-25, 27, 2013-10-22, 2015-02-27, Relocation, Male, Widowed, M7, TML, 106448.83, India, INR, Bangalore, Production, IN1, Jainism
9CCQDXPV, Full Time Employee, 1980-10-29, 42, 2022-07-02, 2022-11-27, AWOL, Female, Married, M1, JML, 35449.16, Germany, EUR, Berlin, Production, GER2, Islam
IXNND1JV, Full Time Employee, 1978-05-02, 44, 2007-03-11, , , Female, Married, M1, JML, 35452.92, US, USD, New York, Sales & Marketing, US3, Jewish
L0E4NM3S, Full Time Employee, 1996-10-11, 26, 2022-07-16, 2022-11-05, Gross misconduct, Male, Single, N2, NML, 32749.95, India, INR, Bangalore, Production, IN3, Buddhism
QPADIGRZ, Full Time Employee, 1992-07-03, 30, 2019-10-19, 2020-04-20, AWOL, Female, Married, M6, SML, 95350.63, US, USD, Phoenix, Logistics, US1, Athiest
Q438DJ12, Full Time Employee, 1968-01-15, 55, 2005-09-11, , , Male, Divorced, M2, JML, 43197.21, US, USD, Phoenix, Customer Service, US3, Jewish
Y2Q3T8DG, Full Time Employee, 1985-07-22, 37, 2008-10-14, 2020-12-21, Gross misconduct, Male, Separated, N2, NML, 32749.44, US, USD, Phoenix, Production, US4, Athiest
3GIWOW8K, Temporary Employee, 1991-06-19, 31, 2018-12-12, , , Female, Married, M5, SML, 76546.31, US, USD, Phoenix, Packing, US3, Islam
B81UTITL, Full Time Employee, 1970-05-13, 52, 2002-11-28, 2012-03-19, Relocation, Male, Widowed, M5, SML, 76549.31, India, INR, Hyderabad, Customer Service, IN2, Islam
TU4TZ9OP, Full Time Employee, 1992-10-13, 30, 2012-05-24, 2016-06-13, Medical issues, Female, Separated, M2, JML, 43200.82, US, USD, Boston, Production, US4, Christianity
NT2F3JC8, Full Time Employee, 1978-01-04, 45, 2022-01-11, , , Male, Divorced, M6, SML, 95351.05, US, USD, Boise, Engineering, US4, Jewish
1LUJ5WR7, Full Time Employee, 1978-03-15, 44, 2007-10-17, , , Female, Widowed, M2, JML, 43203.21, US, USD, Boise, Production, US1, Islam
LXTTMGPW, Full Time Employee, 1970-07-05, 52, 1994-12-31, 2004-02-27, AWOL, Male, Divorced, M1, JML, 35450.32, US, USD, New York, Logistics, US1, Jewish
83QFWXER, Full Time Employee, 1993-05-02, 29, 2016-06-01, , , Male, Single, M3, MML, 53047.69, Germany, EUR, Bonn, Production, GER2, Christianity
FRUJH3G7, Full Time Employee, 1997-07-11, 25, 2020-07-24, 2021-11-05, Medical issues, Male, Divorced, M6, SML, 95352.07, US, USD, New York, Sales & Marketing, US6, Islam
D1R77IKH, Full Time Employee, 2003-07-20, 19, 2022-05-10, , , Male, Married, EC, TML, 128097.67, US, USD, Boise, Procurement, US5, Christianity
XFLNK6V6, Full Time Employee, 2000-03-01, 22, 2018-04-13, 2020-10-11, Relocation, Male, Widowed, M2, JML, 43198.11, India, INR, Bangalore, Engineering, IN3, Jainism
