IE4UFYCM, Full Time Employee, 1995-03-21,27, 2022-07-26, 2022-09-01, Career change,Voluntary, Male, Divorced, M6, SML,95351.34, Denmark, Aalborg, Sales & Marketing, DM1, Jewish, Danish, 
BV2YRPKL, Full Time Employee, 1970-01-19,53, 1997-06-09, , ,, Female, Single, M6, SML,95348.1, United States, Boston, HR, US5, Jewish, White, 
P9SU7X2O, Full Time Employee, 1965-04-27,57, 1999-09-10, , ,, Female, Divorced, M1, JML,35451.09, China, Chongqing, Engineering, CN4, Christianity, Han Chinese, 
ARJ7AMP7, Fixed Term Contractual Employee, 1977-04-01,45, 2009-10-08, 2015-12-12, Childcare,Voluntary, Male, Divorced, M1, JML,35449.4, Belgium, Ghent, Customer Service, BL3, Islam, Belgian, 
Z20WT0E3, Fixed Term Contractual Employee, 2004-08-25,18, 2022-10-12, , ,, Female, Widowed, M5, SML,76546.66, United Kingdom, Portsmouth, Packing, UK5, Jewish, Asian British, Indian Briitsh
MO0TSUXJ, Full Time Employee, 2000-10-04,22, 2022-02-08, , ,, Female, Married, M3, MML,53051.45, Denmark, Aalborg, Production, DM2, Athiest, Danish, 
JZ3IU4XW, Temporary Employee, 1996-08-14,26, 2017-01-28, , ,, Female, Separated, M5, SML,76546.65, Denmark, Aalborg, Production, DM3, Athiest, Danish, 
62KRBSA5, Full Time Employee, 1996-06-29,26, 2015-02-20, , ,, Male, Married, M2, JML,43199.77, Belgium, Antwerp, Sales & Marketing, BL2, Jewish, Belgian, 
93QM9PAW, Full Time Employee, 1979-10-22,43, 2005-12-08, , ,, Female, Widowed, N2, NML,32752.21, United States, Phoenix, Logistics, US4, Islam, White, 
MOZKQIA3, Full Time Employee, 1970-01-28,53, 2009-10-15, , ,, Male, Widowed, M2, JML,43202.75, Indonesia, Surabaya, Production, IA2, Christianity, Javanese, 
TKY86SL5, Full Time Employee, 1996-06-29,26, 2017-01-30, , ,, Male, Married, M2, JML,43202.28, India, Chennai, Sales & Marketing, IN4, Hinduism, Dravidian, 
YXPC17XR, Full Time Employee, 1967-06-17,55, 2016-11-24, , ,, Female, Separated, M1, JML,35451.37, China, Peking, Engineering, CN5, Christianity, Han Chinese, 
JFIK5US1, Full Time Employee, 1980-07-22,42, 2010-06-25, , ,, Male, Divorced, M2, JML,43198.88, Denmark, Copenhagen, Sales & Marketing, DM1, Christianity, Turkish, Turkish
6Q0884IS, Full Time Employee, 1996-03-17,26, 2019-03-29, , ,, Male, Separated, M2, JML,43199.62, United States, Boise, Production, US4, Christianity, White, 
EE5ZO40U, Full Time Employee, 1998-10-04,24, 2019-08-02, , ,, Male, Divorced, M4, MML,61546.66, Denmark, Esbjerg, Engineering, DM1, Athiest, Danish, 
64CTIYL4, Full Time Employee, 1974-07-04,48, 2007-01-23, , ,, Male, Married, M4, MML,61548.34, India, Chennai, Production, IN3, Sikhism, Indo-Aryan, 
U0A6D408, Full Time Employee, 1971-01-18,52, 2008-10-05, , ,, Male, Single, M7, TML,106446.34, Belgium, Ghent, Engineering, BL1, Jewish, Dutch, 
IQGS0K4B, Full Time Employee, 1976-10-28,46, 1996-11-08, 2012-03-31, Gross misconduct,Involuntary, Female, Divorced, M3, MML,53053.94, Belgium, Antwerp, Production, BL1, Jewish, Belgian, 
7D1PUUC9, Full Time Employee, 2000-09-13,22, 2021-08-13, , ,, Female, Married, M3, MML,53049.34, United States, New York, Engineering, US3, Jewish, Native-Hawaiian, 
EUR85ULO, Casual Employee, 1998-04-08,24, 2021-08-25, , ,, Female, Widowed, M6, SML,95350.68, Denmark, Copenhagen, Production, DM3, Christianity, Danish, 
I2DQK37H, Full Time Employee, 1985-11-28,37, 2007-09-02, 2011-12-31, Medical issues,Voluntary, Female, Separated, M2, JML,43196.4, China, Guangzhou, Engineering, CN3, Islam, Han Chinese, 
D5GRR4B4, Full Time Employee, 1965-04-30,57, 2014-12-18, , ,, Female, Married, M2, JML,43201.39, China, Shanghai, Production, CN6, Christianity, Han Chinese, 
QBEMUIZE, Full Time Employee, 1976-02-18,47, 2011-03-06, , ,, Male, Divorced, N2, NML,32748.44, United Kingdom, York, Production, UK5, Jewish, White, 
78B489C9, Full Time Employee, 1994-11-19,28, 2013-07-14, , ,, Female, Separated, M1, JML,35447.89, Belgium, Brussels, Engineering, BL2, Islam, Belgian, 
LBL8Y4JH, Full Time Employee, 1993-04-26,29, 2019-11-09, , ,, Female, Married, M2, JML,43199.27, China, Shanghai, Sales & Marketing, CN2, Athiest, Han Chinese, 
6OIUGG2P, Full Time Employee, 2001-07-20,21, 2020-02-04, 2022-01-28, Return to school,Voluntary, Male, Single, M1, JML,35448.81, Netherlands, Amsterdam, Logistics, NL4, Christianity, Dutch, Surinamese
OBH7HC8I, Casual Employee, 1998-06-21,24, 2020-01-20, , ,, Female, Separated, N2, NML,32749.18, United Kingdom, York, Sales & Marketing, UK4, Hindu, White, 
1JGC6GRO, Full Time Employee, 1988-04-09,34, 2015-10-06, , ,, Male, Divorced, M1, JML,35451.1, Netherlands, Amsterdam, Engineering, NL1, Jewish, Dutch, 
JRXC987E, Full Time Employee, 1973-09-02,49, 2005-09-10, , ,, Male, Single, M4, MML,61553.49, China, Shanghai, Production, CN1, Athiest, Han Chinese, 
K4HAY6B3, Full Time Employee, 1985-08-23,37, 2007-06-27, , ,, Male, Widowed, M4, MML,61552.16, United Kingdom, Jersey, Stores, UK1, Christianity, White, 
WZQ1MTNE, Full Time Employee, 1986-04-08,36, 2017-01-27, , ,, Female, Married, M5, SML,76549.34, United States, Phoenix, Sales & Marketing, US1, Athiest, White, 
U3N7PK7H, Full Time Employee, 1970-02-01,53, 1992-04-29, 2018-08-01, Return to school,Voluntary, Male, Widowed, M7, TML,106446.17, United States, Phoenix, Production, US5, Islam, White, 
0KWJRVHQ, Full Time Employee, 1995-05-22,27, 2018-03-08, , ,, Female, Widowed, M2, JML,43198.52, United Kingdom, London, Logistics, UK3, Islam, White, 
XLQ5WFQ1, Full Time Employee, 1975-01-16,48, 2016-03-07, , ,, Male, Married, M7, TML,106451.15, Denmark, Esbjerg, Procurement, DM1, Islam, Turkish, 
FVVH0707, Full Time Employee, 1964-12-15,58, 2007-04-26, , ,, Female, Married, M1, JML,35451.38, China, Beijing, Logistics, CN4, Buddhism, Han Chinese, 
45DAYBF1, Full Time Employee, 1992-07-10,30, 2019-05-09, 2022-10-20, AWOL,Involuntary, Male, Widowed, M2, JML,43202.32, India, Bangalore, Sales & Marketing, IN3, Jainism, Indo-Aryan, 
RC7XD5RF, Full Time Employee, 1968-06-06,54, 1989-07-14, , ,, Female, Divorced, M1, JML,35450.68, Denmark, Esbjerg, Engineering, DM1, Athiest, Turkish, Syrian
TYU6CIQF, Full Time Employee, 1962-03-03,61, 2008-10-17, , ,, Female, Married, M1, JML,35447.73, Netherlands, Eindhoven, Production, NL1, Christianity, Dutch, 
2CH2KZJ8, Full Time Employee, 1977-10-11,45, 2012-01-02, , ,, Male, Single, M2, JML,43199.38, China, Shanghai, Sales & Marketing, CN5, Islam, Han Chinese, 
PX85WK3S, Full Time Employee, 1989-12-03,33, 2014-02-19, , ,, Female, Married, M4, MML,61550.21, China, Shanghai, Sales & Marketing, CN5, Buddhism, Han Chinese, 
ZRT7QST9, Full Time Employee, 1982-06-27,40, 2001-07-08, , ,, Male, Married, M5, SML,76548.58, India, Bangalore, Engineering, IN4, Sikhism, Dravidian, 
I5DF0F19, Full Time Employee, 1963-11-06,59, 1990-11-15, , ,, Female, Divorced, M5, SML,76549.2, Netherlands, Rotterdam, Production, NL4, Jewish, Dutch, 
2VTG8T0F, Fixed Term Contractual Employee, 1997-11-29,25, 2018-08-29, , ,, Male, Divorced, N2, NML,32749.56, Denmark, Aalborg, Production, DM2, Christianity, Danish, 
XSIXF1TF, Full Time Employee, 1984-05-26,38, 2016-10-28, , ,, Female, Separated, M5, SML,76551.34, Indonesia, Surabaya, Customer Service, IA1, Christianity, Javanese, 
BNK9QX7W, Wage Boarder, 1973-03-06,49, 1996-06-06, , ,, Male, Widowed, M4, MML,61548.66, Belgium, Brussels, Sales & Marketing, BL1, Jewish, Dutch, 
D0SOAGN8, Full Time Employee, 1974-01-13,49, 2018-06-09, , ,, Female, Divorced, M1, JML,35449.07, United Kingdom, London, Sales & Marketing, UK4, Islam, White, 
95W8C9P8, Full Time Employee, 1999-05-06,23, 2020-05-30, , ,, Male, Separated, M5, SML,76549.78, Netherlands, Rotterdam, Logistics, NL4, Jewish, Dutch, 
K1ATDJJJ, Full Time Employee, 1997-05-11,25, 2020-04-11, , ,, Male, Single, M3, MML,53050.43, Indonesia, Jakarta, Sales & Marketing, IA3, Hinduism, Sundanese, 
KDIS1NNG, Temporary Employee, 1965-01-31,58, 2009-04-06, , ,, Female, Separated, M3, MML,53052.06, United Kingdom, Jersey, Engineering, UK1, Hindu, White, 
LRSI1XVB, Full Time Employee, 1962-07-06,60, 2000-12-28, 2006-02-22, Performance,Involuntary, Male, Married, M3, MML,53047.01, Belgium, Antwerp, Customer Service, BL3, Islam, Belgian, 
WX9XR8FO, Fixed Term Contractual Employee, 1980-10-07,42, 2007-03-04, , ,, Male, Single, M2, JML,43200.9, Italy, Nice, Logistics, IT1, Islam, Italian, 
AX79IW59, Full Time Employee, 1974-01-30,49, 2021-01-07, , ,, Female, Widowed, M1, JML,35451.99, United States, Boston, Engineering, US6, Christianity, White, 
E9I4K6TR, Full Time Employee, 1975-04-10,47, 2001-09-25, 2002-02-25, Medical issues,Voluntary, Male, Divorced, M6, SML,95354.68, Netherlands, Eindhoven, Engineering, NL3, Athiest, Dutch, 
V8Q2UMF2, Full Time Employee, 1985-03-23,37, 2005-05-12, 2022-07-21, Childcare,Voluntary, Female, Divorced, M1, JML,35448.6, Belgium, Brussels, Production, BL2, Athiest, Belgian, 
WFCHQ18Z, Full Time Employee, 1976-09-08,46, 2022-10-12, , ,, Female, Married, M2, JML,43204.11, Denmark, Copenhagen, Packing, DM2, Christianity, Danish, 
ZFNYUETU, Full Time Employee, 1990-10-01,32, 2013-05-04, , ,, Male, Widowed, M7, TML,106450.03, Belgium, Antwerp, Engineering, BL1, Athiest, Belgian, 
X6DMODD1, Full Time Employee, 1978-10-29,44, 2004-11-09, , ,, Male, Separated, M1, JML,35450.02, Netherlands, Amsterdam, Production, NL4, Islam, Dutch, 
MN9G2D0Y, Full Time Employee, 1994-02-28,29, 2019-09-22, , ,, Male, Single, M4, MML,61548.81, India, Vizag, Stores, IN4, Sikhism, Indo-Aryan, 
VWEG3ZR0, Full Time Employee, 1986-07-31,36, 2016-03-13, , ,, Male, Single, M4, MML,61551.92, India, Chennai, Sales & Marketing, IN4, Sikhism, Indo-Aryan, 
GL4IBL8D, Full Time Employee, 1995-06-17,27, 2021-10-01, , ,, Male, Married, M1, JML,35452.63, Belgium, Brussels, R&D, BL3, Jewish, Belgian, French
4OZAY9K1, Full Time Employee, 2002-04-21,20, 2021-04-20, , ,, Female, Divorced, N1, NML,30647.65, India, Bangalore, Production, IN3, Hinduism, Indo-Aryan, 
K4TLJBEJ, Full Time Employee, 2003-01-08,20, 2021-02-27, 2021-12-21, AWOL,Involuntary, Male, Married, M1, JML,35456.71, Italy, Naples, Engineering, IT3, Jewish, Greek-Italian, Albanian-Italian
JCZ2WCWQ, Full Time Employee, 1974-01-07,49, 2016-04-24, , ,, Female, Married, M1, JML,35450.86, Belgium, Antwerp, Engineering, BL3, Islam, Dutch, 
RU3GDRP7, Full Time Employee, 1987-03-22,35, 2008-01-19, , ,, Female, Widowed, M5, SML,76548.7, Belgium, Brussels, Procurement, BL3, Jewish, Belgian, 
UA9T3ZA6, Full Time Employee, 1978-09-13,44, 2019-04-18, , ,, Male, Married, EC, TML,128099.12, China, Guangzhou, Sales & Marketing, CN3, Athiest, Han Chinese, 
MMH4XZ77, Full Time Employee, 1967-06-28,55, 2005-04-25, 2013-12-08, Return to school,Voluntary, Male, Divorced, M1, JML,35451.05, Denmark, Aalborg, Production, DM1, Islam, Danish, 
WZXKDZ4J, Full Time Employee, 1982-04-14,40, 2003-02-20, , ,, Female, Widowed, M2, JML,43201.88, Italy, Rome, Engineering, IT3, Jewish, Italian, 
L5DMY1PZ, Full Time Employee, 1970-05-20,52, 2000-04-27, , ,, Male, Separated, M3, MML,53048.29, India, Delhi, Sales & Marketing, IN2, Jainism, Indo-Aryan, 
R8UB7EAC, Full Time Employee, 1971-12-04,51, 2016-04-28, , ,, Male, Divorced, M5, SML,76556.92, United Kingdom, York, Engineering, UK4, Islam, Black British, 
TR9HSW9M, Full Time Employee, 1994-09-08,28, 2021-02-14, , ,, Female, Single, M2, JML,43195.76, United Kingdom, Warwick, Sales & Marketing, UK5, Jewish, White, 
SKH5B59U, Casual Employee, 1990-12-15,32, 2013-11-24, 2021-12-14, Medical issues,Voluntary, Female, Widowed, M2, JML,43200.3, China, Shanghai, Engineering, CN4, Christianity, Han Chinese, 
0QI9WG0H, Full Time Employee, 1982-02-03,41, 2010-07-08, 2022-01-15, Return to school,Voluntary, Male, Separated, M3, MML,53051.09, India, Vizag, Sales & Marketing, IN4, Islam, Indo-Aryan, 
PCXM68HG, Casual Employee, 1997-10-10,25, 2020-04-18, , ,, Male, Widowed, M3, MML,53052.04, Denmark, Aalborg, Customer Service, DM3, Christianity, Danish, 
SVCK213W, Full Time Employee, 1976-06-24,46, 2002-07-03, , ,, Male, Divorced, M3, MML,53049.61, United States, New York, Production, US3, Jewish, White, 
HXNF2DPY, Full Time Employee, 1981-07-23,41, 2012-03-19, , ,, Male, Divorced, N1, NML,30651.57, Indonesia, Bandung, Logistics, IA2, Hinduism, Javanese, 
03950OGG, Full Time Employee, 1965-03-05,58, 1992-10-05, , ,, Female, Single, M2, JML,43202.59, Denmark, Esbjerg, Production, DM2, Athiest, Danish, 
7OMDBEDA, Full Time Employee, 1970-09-25,52, 1999-07-07, , ,, Female, Separated, M4, MML,61548, Denmark, Aalborg, Packing, DM3, Athiest, Danish, 
174ZC4QZ, Full Time Employee, 1978-04-06,44, 2018-03-23, , ,, Male, Single, M2, JML,43201.5, Indonesia, Jakarta, Engineering, IA3, Hinduism, Javanese, 
IH51VOLV, Casual Employee, 1993-07-10,29, 2014-12-23, , ,, Female, Single, M2, JML,43199.31, United States, New York, Production, US4, Athiest, White, 
7659BVSP, Full Time Employee, 1980-01-08,43, 2017-05-03, , ,, Female, Married, M6, SML,95348.38, Indonesia, Surabaya, Packing, IA2, Hinduism, Javanese, 
W8RUZOAJ, Full Time Employee, 1974-08-05,48, 2007-04-11, , ,, Male, Divorced, M2, JML,43196.7, Belgium, Antwerp, Production, BL3, Athiest, Belgian, Turkish
G5D7L4OR, Full Time Employee, 1963-10-16,59, 2012-06-23, , ,, Female, Widowed, M1, JML,35453.97, India, Delhi, Customer Service, IN1, Islam, Dravidian, 
620YC0OY, Full Time Employee, 1981-10-10,41, 2018-06-28, , ,, Female, Separated, M2, JML,43197.09, United Kingdom, York, Production, UK1, Christianity, White, 
ZN0E6R9B, Casual Employee, 1978-03-21,44, 2017-06-18, , ,, Female, Married, M6, SML,95352.59, India, Hyderabad, Engineering, IN2, Buddhism, Dravidian, 
14KBDAE9, Full Time Employee, 1992-05-03,30, 2017-10-10, 2019-09-09, Personal Reasons,Voluntary, Male, Single, M1, JML,35447.86, Indonesia, Surabaya, Customer Service, IA1, Islam, Javanese, 
BMYD4ICD, Full Time Employee, 1965-03-26,57, 1989-04-19, , ,, Male, Single, M2, JML,43199.2, Belgium, Ghent, Engineering, BL3, Athiest, Belgian, 
BL84ZABQ, Full Time Employee, 1965-10-24,57, 1984-03-28, , ,, Male, Separated, M1, JML,35452.16, United Kingdom, York, Engineering, UK5, Christianity, White, 
2ZSNWDGD, Wage Boarder, 1995-05-18,27, 2013-11-15, , ,, Male, Widowed, M7, TML,106450.85, United States, Boise, Engineering, US1, Athiest, White, Pacific Islander
GXIMCVQC, Full Time Employee, 1995-11-07,27, 2021-08-13, , ,, Male, Single, M4, MML,61549.14, Italy, Naples, Sales & Marketing, IT2, Jewish, Italian, 
M18P3G5K, Full Time Employee, 1996-11-28,26, 2021-03-11, , ,, Male, Separated, M3, MML,53052.23, Belgium, Brussels, Engineering, BL1, Jewish, Belgian, 
7PG46V2A, Full Time Employee, 1980-03-09,42, 2002-06-01, , ,, Female, Widowed, M1, JML,35449.23, United States, Phoenix, Production, US5, Islam, White, 
RVY2Y0SR, Full Time Employee, 1973-10-02,49, 2005-09-11, , ,, Female, Divorced, N1, NML,30647.31, India, Chennai, Production, IN4, Jainism, Indo-Aryan, 
ICYA42XU, Full Time Employee, 1988-03-17,34, 2014-04-16, 2015-10-24, Performance,Involuntary, Female, Widowed, M5, SML,76552.45, Belgium, Brussels, Engineering, BL2, Islam, Belgian, 
WJ555XDW, Full Time Employee, 1997-05-28,25, 2021-08-12, , ,, Male, Separated, M3, MML,53049.32, Denmark, Aalborg, Production, DM1, Islam, Danish, 
C9CFDGHF, Full Time Employee, 1988-04-27,34, 2009-11-11, , ,, Male, Widowed, M1, JML,35445.63, United States, Phoenix, Procurement, US4, Jewish, White, 
8T6CBXZ3, Full Time Employee, 1967-04-01,55, 1989-08-20, , ,, Female, Single, M7, TML,106448.92, Denmark, Esbjerg, Procurement, DM2, Jewish, Danish, 
I8PEXHZF, Temporary Employee, 1970-10-31,52, 1995-06-22, , ,, Male, Single, M3, MML,53050, India, Bangalore, Engineering, IN4, Hinduism, Indo-Aryan, 
8PA3JZVC, Full Time Employee, 1967-01-24,56, 2016-04-16, 2018-05-18, Relocation,Voluntary, Male, Divorced, M2, JML,43202.23, Denmark, Copenhagen, Engineering, DM1, Jewish, Danish, 
ZLEWCECI, Full Time Employee, 1970-01-12,53, 1994-03-15, 1998-10-06, Return to school,Voluntary, Male, Single, M1, JML,35448.9, United States, Boston, Engineering, US2, Jewish, White, 
PPK5AVDZ, Full Time Employee, 1997-04-08,25, 2017-10-05, , ,, Male, Single, M4, MML,61551.73, Denmark, Aalborg, Customer Service, DM2, Athiest, Danish, 
DT18P12J, Fixed Term Contractual Employee, 1985-09-05,37, 2021-08-30, , ,, Female, Widowed, M2, JML,43199.73, Belgium, Antwerp, Engineering, BL2, Christianity, Belgian, 
ISKXRN6A, Full Time Employee, 1971-09-06,51, 2010-08-01, , ,, Female, Separated, M4, MML,61550.12, China, Beijing, Logistics, CN3, Taoism, Han Chinese, 
KN9M5AB8, Full Time Employee, 1961-04-25,61, 1996-11-08, , ,, Male, Divorced, M7, TML,106452.12, Belgium, Brussels, Production, BL3, Jewish, Belgian, 
OIT8JY5P, Full Time Employee, 1995-05-25,27, 2014-03-15, , ,, Female, Divorced, M3, MML,53051.33, Denmark, Esbjerg, Engineering, DM1, Islam, Danish, 
8ABY9F7R, Full Time Employee, 1983-10-03,39, 2018-12-30, , ,, Female, Widowed, M4, MML,61549, Italy, Rome, Engineering, IT2, Christianity, Italian, 
G7GDYYXR, Full Time Employee, 1964-05-10,58, 1991-01-23, , ,, Male, Separated, M1, JML,35449.26, United Kingdom, Warwick, Production, UK3, Hindu, Asian British, 
BKCKAJGB, Full Time Employee, 1961-03-25,61, 1990-08-28, , ,, Male, Separated, M7, TML,106451.66, India, Hyderabad, Sales & Marketing, IN1, Islam, Indo-Aryan, 
SBAL2WCV, Full Time Employee, 1991-09-19,31, 2020-08-17, , ,, Male, Divorced, M2, JML,43197.62, India, Bangalore, Production, IN2, Christianity, Indo-Aryan, 
DF6FP0UY, Full Time Employee, 1967-12-01,55, 1991-12-25, , ,, Male, Single, M1, JML,35446.68, Denmark, Aalborg, Engineering, DM3, Jewish, Danish, Syrian
1LPMC1NL, Full Time Employee, 1967-03-25,55, 1989-07-29, , ,, Female, Separated, M3, MML,53049.92, Indonesia, Surabaya, Sales & Marketing, IA2, Hinduism, Sundanese, Bantenese
ZV52UYSU, Full Time Employee, 1972-06-13,50, 2012-03-22, , ,, Male, Separated, M2, JML,43199.38, India, Delhi, Procurement, IN1, Sikhism, Indo-Aryan, 
X0TSYVYQ, Full Time Employee, 1965-01-14,58, 2009-03-15, , ,, Male, Divorced, M1, JML,35451.39, Netherlands, Amsterdam, Sales & Marketing, NL1, Islam, Dutch, 
N00GJBL4, Full Time Employee, 1962-02-07,61, 2013-08-14, , ,, Female, Separated, M1, JML,35450.61, United States, New York, Customer Service, US6, Jewish, White, 
1KVUYJIR, Full Time Employee, 2000-10-14,22, 2021-10-28, , ,, Female, Separated, M3, MML,53053.28, Indonesia, Jakarta, Customer Service, IA3, Hinduism, Malay, 
ZDEKNSUR, Full Time Employee, 1985-04-25,37, 2018-03-03, 2022-07-20, Career change,Voluntary, Female, Widowed, M1, JML,35447.82, United States, New York, Production, US2, Christianity, White, 
L30G5KP7, Full Time Employee, 2004-05-13,18, 2023-01-14, , ,, Male, Widowed, M6, SML,95352.4, Belgium, Ghent, Engineering, BL3, Christianity, Moroccan, 
Z4VXHXQ9, Full Time Employee, 1968-01-22,55, 2011-07-22, 2013-02-08, AWOL,Involuntary, Male, Widowed, M4, MML,61547.96, Denmark, Aalborg, Production, DM2, Athiest, Danish, 
64MEHVR3, Full Time Employee, 1982-04-02,40, 2015-06-02, , ,, Male, Widowed, M4, MML,61552.16, Netherlands, Eindhoven, Customer Service, NL4, Islam, Dutch, 
KRK25I50, Full Time Employee, 2001-06-13,21, 2021-04-26, , ,, Male, Separated, M2, JML,43200.23, Belgium, Antwerp, Engineering, BL3, Islam, Belgian, 
ES5J582L, Full Time Employee, 1974-03-14,48, 1997-07-20, , ,, Female, Married, M4, MML,61551, United States, Phoenix, Sales & Marketing, US4, Jewish, Native-Hawaiian, 
IGGN8WKB, Full Time Employee, 1975-04-18,47, 2017-06-26, , ,, Female, Separated, M7, TML,106451.24, Indonesia, Jakarta, Engineering, IA3, Hinduism, Javanese, 
CENP5DKA, Full Time Employee, 1971-11-17,51, 2018-10-10, , ,, Female, Widowed, M6, SML,95352.18, Belgium, Ghent, Production, BL2, Jewish, Dutch, 
JHIHS6UZ, Full Time Employee, 1987-02-25,36, 2011-03-11, , ,, Male, Widowed, M4, MML,61550.73, Indonesia, Bandung, Procurement, IA3, Islam, Javanese, 
46TJFPYR, Full Time Employee, 1999-03-11,23, 2018-03-04, , ,, Male, Widowed, N1, NML,30649.96, Belgium, Antwerp, Customer Service, BL3, Athiest, Belgian, 
45FXUU66, Full Time Employee, 1967-10-02,55, 2015-02-08, , ,, Female, Married, EC, TML,128100.28, Indonesia, Jakarta, Engineering, IA2, Hinduism, Javanese, 
PM00YJWH, Full Time Employee, 1993-10-02,29, 2022-11-23, , ,, Male, Single, M2, JML,43200.24, Belgium, Antwerp, Sales & Marketing, BL2, Jewish, Belgian, 
HIN4AO48, Full Time Employee, 1964-03-21,58, 2011-05-10, , ,, Male, Single, M4, MML,61549.79, China, Beijing, Production, CN6, Athiest, Han Chinese, 
800OZ92K, Full Time Employee, 1971-11-19,51, 2008-06-15, , ,, Female, Single, M5, SML,76548.16, Netherlands, Amsterdam, Sales & Marketing, NL2, Jewish, Dutch, 
DWC2I6R0, Full Time Employee, 1971-08-21,51, 2004-08-08, 2007-04-22, Relocation,Voluntary, Female, Separated, M2, JML,43201.79, Indonesia, Jakarta, Engineering, IA2, Islam, Javanese, 
TN3K0SC3, Full Time Employee, 1975-05-31,47, 2020-02-09, , ,, Female, Single, M2, JML,43202.69, China, Peking, Production, CN5, Taoism, Han Chinese, 
BMFFUA19, Full Time Employee, 2002-10-03,20, 2021-08-13, , ,, Female, Widowed, N1, NML,30651.03, Denmark, Copenhagen, Sales & Marketing, DM1, Athiest, Danish, 
35N10FLN, Full Time Employee, 1966-05-07,56, 2001-08-11, , ,, Female, Married, M2, JML,43205.06, Belgium, Antwerp, Procurement, BL3, Jewish, Belgian, 
N1AM66L3, Full Time Employee, 1998-08-24,24, 2018-10-28, , ,, Male, Single, M2, JML,43201.35, Italy, Naples, Sales & Marketing, IT2, Islam, Italian, 
R9OZ6J37, Full Time Employee, 2003-07-27,19, 2023-01-10, , ,, Male, Divorced, M5, SML,76551.16, Italy, Rome, Production, IT1, Islam, Slovene-Italian, 
2NLU8SYL, Full Time Employee, 1966-07-01,56, 2008-08-19, 2016-10-25, AWOL,Involuntary, Female, Single, N2, NML,32752.13, Netherlands, Eindhoven, Production, NL3, Athiest, Dutch, 
UZW1224M, Full Time Employee, 1986-09-08,36, 2015-03-07, , ,, Female, Separated, M2, JML,43196.76, Denmark, Copenhagen, Production, DM2, Jewish, Danish, 
0QYHAMVO, Full Time Employee, 1973-05-03,49, 2009-09-03, , ,, Female, Single, M2, JML,43198.08, Denmark, Esbjerg, Production, DM2, Christianity, Danish, 
KGRNAYSY, Full Time Employee, 1996-10-02,26, 2017-05-27, , ,, Male, Married, M2, JML,43202.97, Italy, Naples, Customer Service, IT3, Islam, Italian, 
7QNUH5TD, Full Time Employee, 1985-01-20,38, 2006-05-25, , ,, Female, Single, M1, JML,35450.78, United States, New York, Engineering, US6, Athiest, White, 
QMP6JUPO, Full Time Employee, 1965-08-18,57, 2007-09-14, , ,, Male, Separated, M2, JML,43199.46, Italy, Naples, Engineering, IT1, Athiest, Italian, 
TDKXA67O, Full Time Employee, 1981-09-08,41, 2017-02-23, , ,, Female, Separated, M1, JML,35446.37, Italy, Rome, Production, IT3, Jewish, Italian, 
00ABXEDZ, Full Time Employee, 1997-12-28,25, 2019-06-07, , ,, Male, Separated, M6, SML,95351.07, Indonesia, Jakarta, Production, IA1, Hinduism, Javanese, 
QG2RXOHF, Full Time Employee, 1977-11-08,45, 2019-10-13, 2020-09-28, Return to school,Voluntary, Female, Separated, N2, NML,32751.09, Denmark, Copenhagen, Engineering, DM2, Islam, Danish, 
TL4BHYOZ, Wage Boarder, 1976-02-27,47, 2020-04-05, , ,, Female, Separated, M1, JML,35449.77, Italy, Florence, Sales & Marketing, IT2, Jewish, Italian, 
8TOZCF8L, Full Time Employee, 1992-07-14,30, 2013-12-28, , ,, Female, Widowed, M2, JML,43197.95, Denmark, Copenhagen, Sales & Marketing, DM3, Christianity, Danish, 
2Y3T4RKG, Full Time Employee, 1974-05-09,48, 2005-04-14, , ,, Female, Single, M1, JML,35450.06, Netherlands, Eindhoven, Production, NL3, Christianity, Dutch, 
XZVXIHDH, Full Time Employee, 1992-02-20,31, 2020-12-09, , ,, Female, Married, M5, SML,76552.16, United Kingdom, Warwick, Production, UK2, Christianity, Asian British, 
9XOBU5CW, Full Time Employee, 2002-11-07,20, 2022-11-02, , ,, Male, Separated, M2, JML,43199.88, India, Delhi, Packing, IN3, Hinduism, Indo-Aryan, 
YL5H7WA4, Full Time Employee, 1996-11-09,26, 2016-09-25, , ,, Male, Separated, M4, MML,61550.39, China, Peking, Production, CN5, Christianity, Han Chinese, 
Q8MC439I, Full Time Employee, 2003-01-02,20, 2022-12-08, , ,, Female, Divorced, M2, JML,43202.45, Denmark, Aalborg, Engineering, DM2, Christianity, Danish, 
2UEXDKRP, Wage Boarder, 1987-04-06,35, 2016-07-14, , ,, Female, Married, M2, JML,43200.7, India, Delhi, Production, IN1, Islam, Indo-Aryan, 
0EPVURY3, Full Time Employee, 1966-05-20,56, 1989-03-24, 1991-09-03, Relocation,Voluntary, Female, Separated, M3, MML,53049.47, United Kingdom, Portsmouth, Production, UK1, Jewish, White, 
0TRYYC3S, Full Time Employee, 2002-03-19,20, 2021-06-20, , ,, Male, Married, M2, JML,43200.84, United Kingdom, Warwick, Engineering, UK2, Islam, White, 
95FL5QSD, Full Time Employee, 1972-05-11,50, 2017-06-28, 2019-09-27, Return to school,Voluntary, Male, Single, M5, SML,76549.07, United States, Phoenix, R&D, US4, Jewish, White, 
